election_type,province_number,province,district,subdistrict,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,party,votes
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,631,ก้าวไกล,158
สส เขต,7,เชียงใหม่,ฝาง,เวียง,169,226,ก้าวไกล,70
สส เขต,7,เชียงใหม่,ฝาง,เวียง,265,469,ก้าวไกล,50
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,ก้าวไกล,134
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,ก้าวไกล,109
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,ก้าวไกล,124
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,ก้าวไกล,91
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,ก้าวไกล,95
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,ก้าวไกล,65
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,ก้าวไกล,172
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,ก้าวไกล,115
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,ก้าวไกล,231
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,ก้าวไกล,116
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,ก้าวไกล,91
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,ก้าวไกล,70
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,ก้าวไกล,170
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,ก้าวไกล,69
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,523,683,ก้าวไกล,185
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,472,682,ก้าวไกล,145
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,403,482,ก้าวไกล,153
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,441,580,ก้าวไกล,144
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,215,251,ก้าวไกล,59
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,265,321,ก้าวไกล,91
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,444,710,ก้าวไกล,152
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,213,287,ก้าวไกล,38
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,584,728,ก้าวไกล,191
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,242,329,ก้าวไกล,64
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,350,512,ก้าวไกล,105
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,563,722,ก้าวไกล,148
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,ก้าวไกล,254
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,500,610,ก้าวไกล,197
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,167,207,ก้าวไกล,46
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,522,692,ก้าวไกล,150
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,297,386,ก้าวไกล,104
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,209,630,ก้าวไกล,87
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,360,414,ก้าวไกล,95
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,328,393,ก้าวไกล,107
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,346,763,ก้าวไกล,126
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,265,315,ก้าวไกล,74
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,268,331,ก้าวไกล,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,310,406,ก้าวไกล,79
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,507,674,ก้าวไกล,133
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,298,372,ก้าวไกล,107
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,508,639,ก้าวไกล,213
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,380,880,ก้าวไกล,242
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,292,531,ก้าวไกล,129
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,405,694,ก้าวไกล,158
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,499,681,ก้าวไกล,190
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,435,562,ก้าวไกล,136
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,386,532,ก้าวไกล,160
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,614,846,ก้าวไกล,200
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,ก้าวไกล,168
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,396,530,ก้าวไกล,155
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,295,373,ก้าวไกล,90
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,264,347,ก้าวไกล,87
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,367,488,ก้าวไกล,140
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,382,ก้าวไกล,113
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,365,ก้าวไกล,103
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,284,377,ก้าวไกล,103
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,407,593,ก้าวไกล,181
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,469,579,ก้าวไกล,159
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,ก้าวไกล,308
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,479,623,ก้าวไกล,187
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,301,403,ก้าวไกล,126
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,330,433,ก้าวไกล,80
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,607,824,ก้าวไกล,245
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,101,118,ก้าวไกล,27
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,ก้าวไกล,63
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,ก้าวไกล,120
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,ก้าวไกล,183
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,ก้าวไกล,82
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,ก้าวไกล,125
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,ก้าวไกล,141
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,ก้าวไกล,89
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,ก้าวไกล,115
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,ก้าวไกล,36
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,ก้าวไกล,144
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,ก้าวไกล,144
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,ก้าวไกล,216
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,ก้าวไกล,224
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,ก้าวไกล,123
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,ก้าวไกล,110
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,ก้าวไกล,121
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,ก้าวไกล,112
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,ก้าวไกล,65
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,ก้าวไกล,143
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,ก้าวไกล,146
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,ก้าวไกล,129
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,ก้าวไกล,46
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,ก้าวไกล,122
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,ก้าวไกล,38
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,ก้าวไกล,59
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,518,727,ก้าวไกล,211
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,ก้าวไกล,168
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,497,ก้าวไกล,95
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,ก้าวไกล,89
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,ก้าวไกล,113
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,ก้าวไกล,88
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,ก้าวไกล,63
